animal_type,country,weight_kg,body_length_cm,gender,latitude,longitude,observation_date,data_compiled_by
hedgehog,Germany,0.7,21.0,male,49.556052,11.081501,17.04.2024,Bob Bobson
hedgehog,Germany,1.2,28.0,male,49.55152,11.079537,17.04.2024,Bob Bobson
hedgehog,Germany,0.5,18.0,female,49.553737,11.087705,17.04.2024,Bob Bobson
hedgehog,Germany,1.0,20.0,male,49.560442,11.098395,17.04.2024,Bob Bobson
hedgehog,Germany,0.9,25.0,male,49.560723,11.084667,17.04.2024,Bob Bobson
hedgehog,Germany,0.4,16.0,female,49.55879,11.081218,17.04.2024,Bob Bobson
red squirrel,Germany,0.294,20.0,male,49.545857,11.076254,17.04.2024,Bob Bobson
red squirrel,Germany,0.3,23.0,female,49.554685,11.08345,17.04.2024,Bob Bobson
hedgehog,Slovakia,1.1,23.0,male,48.186112,17.090491,17.04.2024,John Johnson
lynx,Slovakia,27.0,100.0,male,48.411117,18.862265,17.04.2024,John Johnson
red squirrel,Czech Republic,0.283,22.0,female,50.106413,14.348204,17.04.2024,John Johnson
red squirrel,Czech Republic,0.28,22.0,female,50.107135,14.348206,17.04.2024,John Johnson
European bison,Poland,405.0,220.0,female,52.804031,23.683032,18.04.2024,Anne Anthony
hedgehog,Germany,1.0,24.0,male,49.561057,11.084334,18.04.2024,Bob Bobson
hedgehog,Germany,0.6,11.0,male,49.557055,11.101996,18.04.2024,Bob Bobson
hedgehog,Germany,0.7,25.0,male,49.554133,11.089674,18.04.2024,Bob Bobson
hedgehog,Germany,0.6,22.0,female,49.561174,11.102216,18.04.2024,Bob Bobson
hedgehog,Germany,0.5,20.0,male,49.563085,11.101392,18.04.2024,Bob Bobson
hedgehog,Germany,0.9,25.0,male,49.551318,11.085475,18.04.2024,Bob Bobson
hedgehog,Germany,0.5,16.0,female,49.556237,11.088639,18.04.2024,Bob Bobson
hedgehog,Germany,0.8,17.0,male,49.545768,11.086386,18.04.2024,Bob Bobson
red squirrel,Czech Republic,0.326,23.0,male,50.107313,14.348552,18.04.2024,John Johnson
European bison,Poland,662.0,244.0,female,52.809106,23.680095,19.04.2024,Anne Anthony
red squirrel,Poland,0.341,23.0,male,52.212042,21.033492,19.04.2024,Anne Anthony
hedgehog,Austria,0.6,17.0,female,47.319579,11.186061,19.04.2024,Bob Bobson
hedgehog,Austria,0.9,25.0,male,47.317974,11.187472,19.04.2024,Bob Bobson
hedgehog,Austria,1.1,22.0,male,47.316562,11.19116,19.04.2024,Bob Bobson
hedgehog,Austria,1.2,24.0,male,47.318191,11.189484,19.04.2024,Bob Bobson
European bison,CC,656.0,245.0,female,50.643056,14.843037,19.04.2024,John Johnson
hedgehog,Slovakia,1.1,19.0,female,48.187522,17.087251,19.04.2024,John Johnson
hedgehog,Slovakia,1.1,29.0,male,48.185406,17.084535,19.04.2024,John Johnson
lynx,Czech Republic,12.0,52.0,male,-78.582972,14.367993,19.04.2024,John Johnson
lynx,Slovakia,24.0,81.0,female,48.408549,18.87396,19.04.2024,John Johnson
lynx?,Czech Republic,22.0,83.0,female,50.882924,14.368207,19.04.2024,John Johnson
red squirrel,Poland,0.327,23.0,male,52.212168,21.032304,20.04.2024,Anne Anthony
red squirrel,Poland,0.337,24.0,female,52.211797,21.03375,20.04.2024,Anne Anthony
red squirrel,Poland,0.318,24.0,male,52.21247,21.033642,20.04.2024,Anne Anthony
red squirrel,Poland,0.33,23.0,male,52.211872,21.032296,20.04.2024,Anne Anthony
European bison,Poland,776.0,294.0,male,52.805299,23.701093,21.04.2024,Anne Anthony
hedgehog,Slovakia,0.8,18.0,male,48.186208,17.089749,21.04.2024,John Johnson
red squirrel,Poland,0.306,19.0,female,52.212605,21.033877,22.04.2024,Anne Anthony
red squirrel,Poland,0.349,20.0,female,52.212001,21.033903,22.04.2024,Anne Anthony
lynx,Czech Republic,23.0,78.0,male,-78.582973,14.366824,22.04.2024,John Johnson
hedgehog,Slovakia,0.7,16.0,male,48.184231,17.091694,23.04.2024,John Johnson
European bison,Poland,650.0,286.0,female,52.812486,23.686231,24.04.2024,Anne Anthony
red squirrel,Poland,0.271,19.0,female,52.211797,21.032857,24.04.2024,Anne Anthony
red squirrel,Poland,0.329,24.0,female,52.212045,21.031986,24.04.2024,Anne Anthony
lynx,Austria,20.0,90.0,male,47.781188,14.385356,24.04.2024,Bob Bobson
lynx,Austria,26.0,91.0,female,47.780999,14.38212,24.04.2024,Bob Bobson
hedgehog,Slovakia,0.6,15.0,female,48.185648,17.083763,24.04.2024,John Johnson
lynx,Poland,14.0,65.0,female,52.851841,23.89158,25.04.2024,Anne Anthony
red squirrel,Poland,0.311,21.0,male,52.212203,21.032279,25.04.2024,Anne Anthony
hedgehog,Slovakia,0.7,16.0,male,48.185433,17.086216,26.04.2024,John Johnson
red squirrel,Poland,0.29,24.0,female,52.212763,21.032786,27.04.2024,Anne Anthony
hedgehog,Slovakia,1.2,22.0,male,48.186913,17.088174,27.04.2024,John Johnson
hedgehog,Slovakia,0.7,24.0,female,48.185649,17.088834,27.04.2024,John Johnson
lynx,Poland,12.0,52.0,male,52.848214,23.891978,28.04.2024,Anne Anthony
lynx,Poland,27.0,95.0,female,52.853843,23.919668,28.04.2024,Anne Anthony
red squirrel,Poland,0.312,23.0,male,52.21212,21.034268,28.04.2024,Anne Anthony
hedgehog,Germany,0.5,20.0,male,49.55324,11.074008,28.04.2024,Bob Bobson
hedgehog,Germany,1.1,20.0,female,49.551562,11.081737,28.04.2024,Bob Bobson
hedgehog,Germany,0.6,18.0,male,49.547376,11.079529,28.04.2024,Bob Bobson
hedgehog,Germany,0.8,20.0,male,49.560178,11.093259,28.04.2024,Bob Bobson
hedgehog,Germany,0.8,19.0,male,49.558968,11.106642,28.04.2024,Bob Bobson
hedgehog,Slovakia,0.9,20.0,male,48.18637,17.090384,28.04.2024,John Johnson
hedgehog,Hungary,0.6,16.0,female,47.506035,18.944528,29.04.2024,Anne Anthony
red squirrel,Poland,0.27,21.0,female,52.21239,21.034548,29.04.2024,Anne Anthony
hedgehog,Slovakia,1.1,23.0,male,48.183848,17.082806,29.04.2024,John Johnson
lynx,Slovakia,22.0,73.0,male,48.410551,18.864866,29.04.2024,John Johnson
red squirrel,Poland,0.292,20.0,female,52.212433,21.032496,30.04.2024,Anne Anthony
,,,,,,,03.05.2024,James Johnson
red squirrel,Poland,0.305,19.0,female,52.212746,21.033832,09.05.2024,Anne Anthony
hedgehog,Slovakia,0.7,22.0,male,48.23276,17.069049,09.05.2024,John Johnson
hedgehog,Hungary,0.7,16.0,male,47.509595,18.939751,10.05.2024,Anne Anthony
hedgehog,Hungary,1.0,20.0,male,47.511301,18.93974,10.05.2024,Anne Anthony
red squirrel,Poland,0.264,21.0,male,52.212148,21.033421,11.05.2024,Anne Anthony
hedgehog,Germany,0.7,24.0,male,49.56023,11.102233,11.05.2024,Bob Bobson
hedgehog,Germany,1.1,19.0,female,49.54841,11.078249,11.05.2024,Bob Bobson
hedgehog,Slovakia,0.8,24.0,female,48.239628,17.087298,11.05.2024,John Johnson
hedgehog,Hungary,1.0,23.0,female,47.507376,18.9396,12.05.2024,Anne Anthony
red squirrel,Poland,0.266,20.0,male,52.212429,21.032435,12.05.2024,Anne Anthony
hedgehog,Slovakia,0.5,19.0,male,48.231939,17.087688,12.05.2024,John Johnson
red squirrel,Poland,0.266,21.0,female,52.21284,21.034377,13.05.2024,Anne Anthony
red squirrel,Poland,0.317,20.0,female,52.212163,21.032633,13.05.2024,Anne Anthony
hedgehog,Slovakia,1.0,18.0,male,48.225014,17.081449,13.05.2024,John Johnson
hedgehog,Hungary,0.6,17.0,female,47.506311,18.947371,14.05.2024,Anne Anthony
red squirrel,Poland,0.27,23.0,female,52.212553,21.032768,14.05.2024,Anne Anthony
hedgehog,Slovakia,0.7,22.0,female,48.225116,17.086408,14.05.2024,John Johnson
red squirrel,Poland,0.279,22.0,male,52.212411,21.033173,15.05.2024,Anne Anthony
hedgehog,Hungary,1.0,18.0,female,47.507019,18.944015,16.05.2024,Anne Anthony
hedgehog,Slovakia,0.4,13.0,male,48.237386,17.078352,16.05.2024,John Johnson
hedgehog,Hungary,,,male,47.510077,18.945646,17.05.2024,Anne Anthony
hedgehog,Hungary,0.7,11.0,female,47.507758,18.949223,17.05.2024,Anne Anthony
red squirrel,Poland,0.28,19.0,female,52.212542,21.033829,17.05.2024,Anne Anthony
red squirrel,Poland,0.26,19.0,male,52.212628,21.034494,17.05.2024,Anne Anthony
red squirrel,Poland,0.294,24.0,female,52.21294,21.034208,17.05.2024,Anne Anthony
hedgehog,Slovakia,0.6,20.0,male,48.235981,17.081698,17.05.2024,John Johnson
hedgehog,Slovakia,0.8,16.0,female,48.23493,17.084813,17.05.2024,John Johnson
lynx,Slovakia,18.0,76.0,male,48.412724,18.868878,17.05.2024,John Johnson
red squirrel,Poland,0.306,21.0,male,52.211896,21.033806,18.05.2024,Anne Anthony
red squirrel,Poland,0.277,22.0,male,52.211924,21.033243,18.05.2024,Anne Anthony
hedgehog,Hungary,1.1,22.0,female,47.510584,18.94173,19.05.2024,Anne Anthony
hedgehog,Slovakia,0.6,19.0,female,48.236605,17.071495,19.05.2024,John Johnson
lynx,Slovakia,22.0,85.0,male,48.411436,18.86478,19.05.2024,John Johnson
red squirrel,Poland,0.341,21.0,female,52.212295,21.034039,20.05.2024,Anne Anthony
red squirrel,Poland,0.338,22.0,female,52.212915,21.033226,21.05.2024,Anne Anthony
red squirrel,Poland,0.311,19.0,female,52.212601,21.032613,21.05.2024,Anne Anthony
hedgehog,Slovakia,1.2,25.0,male,48.231497,17.073128,21.05.2024,John Johnson
hedgehog,Slovakia,0.4,16.0,female,48.238634,17.074895,21.05.2024,John Johnson
red squirrel,Poland,0.308,23.0,male,52.212245,21.032988,22.05.2024,Anne Anthony
red squirrel,Poland,0.308,22.0,female,52.212583,21.032932,22.05.2024,Anne Anthony
red squirrel,Poland,0.29,23.0,male,52.212065,21.034571,23.05.2024,Anne Anthony
hedgehog,Slovakia,0.5,16.0,male,48.231214,17.084105,23.05.2024,John Johnson
lynx,Czech Republic,21.0,91.0,female,50.881878,14.371969,23.05.2024,John Johnson
red squirrel,Poland,0.346,22.0,female,52.212305,21.033921,24.05.2024,Anne Anthony
hedgehog,Slovakia,0.7,20.0,female,48.231411,17.075484,24.05.2024,John Johnson
red squirrel,Poland,,,male,52.212906,21.03321,25.05.2024,Anne Anthony
red squirrel,Poland,0.327,24.0,female,52.82211,23.814403,26.05.2024,Anne Anthony
hedgehog,Slovakia,0.8,18.0,male,48.237588,17.090344,26.05.2024,John Johnson
hedgehog,Slovakia,0.7,18.0,female,48.232775,17.070226,27.05.2024,John Johnson
red squirrel,Poland,0.274,23.0,male,52.821631,23.813638,28.05.2024,Anne Anthony
red squirrel,Poland,0.31,19.0,female,52.821524,23.817037,29.05.2024,Anne Anthony
hedgehog,Slovakia,0.8,18.0,male,48.22689,17.084025,29.05.2024,John Johnson
lynx,Slovakia,25.0,101.0,female,48.412941,18.863684,29.05.2024,John Johnson
hedgehog,Slovakia,0.6,18.0,female,48.237124,17.085811,30.05.2024,John Johnson
red squirrel,Poland,0.315,24.0,female,52.82295,23.81275,31.05.2024,Anne Anthony
red squirrel,Poland,0.293,22.0,female,52.820813,23.809086,31.05.2024,Anne Anthony
red squirrel,Poland,0.302,24.0,male,52.825793,23.811068,31.05.2024,Anne Anthony
red squirrel,Poland,0.299,20.0,female,52.820308,23.809736,31.05.2024,Anne Anthony
hedgehog,Slovakia,0.6,15.0,male,48.228141,17.089055,31.05.2024,John Johnson
lynx,Slovakia,30.0,115.0,male,48.408025,18.865229,31.05.2024,John Johnson
red squirrel,Poland,0.325,20.0,male,52.823959,23.817073,01.06.2024,Anne Anthony
red squirrel,Poland,0.276,22.0,male,52.825746,23.815204,01.06.2024,Anne Anthony
red squirrel,Poland,0.298,24.0,female,52.823595,23.814758,01.06.2024,Anne Anthony
red squirrel,Poland,0.322,23.0,male,52.825363,23.816829,01.06.2024,Anne Anthony
red squirrel,Poland,0.344,22.0,female,52.821958,23.811375,01.06.2024,Anne Anthony
red squirrel,Poland,0.323,22.0,female,52.823084,23.816106,01.06.2024,Anne Anthony
hedgehog,Slovakia,0.6,15.0,male,48.238913,17.065508,02.06.2024,John Johnson
,,,,,,,03.06.2024,James Johnson
hedgehog,Slovakia,0.7,14.0,female,48.237762,17.067101,03.06.2024,John Johnson
hedgehog,Slovakia,0.7,17.0,female,48.238517,17.090268,03.06.2024,John Johnson
hedgehog,Slovakia,0.7,24.0,male,48.232384,17.067453,05.06.2024,John Johnson
red squirrel,Czech Republic,0.324,19.0,male,50.881376,14.367503,06.06.2024,John Johnson
red squirrel,Czech Republic,0.324,19.0,female,50.883325,14.372463,06.06.2024,John Johnson
lynx,Slovakia,19.0,84.0,female,48.408917,18.862915,07.06.2024,John Johnson
red squirrel,Czech Republic,0.291,21.0,female,50.881428,14.366689,08.06.2024,John Johnson
red squirrel,Czech Republic,0.258,20.0,male,50.882642,14.372818,08.06.2024,John Johnson
red squirrel,Czech Republic,0.333,23.0,male,50.883849,14.367353,10.06.2024,John Johnson
red squirrel,Czech Republic,0.278,18.0,female,50.884288,14.372837,11.06.2024,John Johnson
lynx,Slovakia,23.0,95.0,male,48.411736,18.874597,19.06.2024,John Johnson
lynx,Slovakia,11.0,52.0,female,48.41179,18.87165,19.06.2024,John Johnson
lynx?,Czech Republic,25.0,97.0,female,50.881003,14.369286,30.06.2024,John Johnson
lynx,Slovakia,15.0,65.0,female,48.406339,18.841071,03.07.2024,James Johnson
lynx,Slovakia,18.0,85.0,male,48.411729,18.835591,03.07.2024,James Johnson
red squirel,Slovakia,0.297,20.0,not determined,49.054132,22.411066,03.07.2024,James Johnson
red squirrel,Slovakia,0.273,23.0,female,49.055962,22.425527,03.07.2024,James Johnson
red squirrel,Slovakia,0.254,19.0,male,49.055646,22.412458,03.07.2024,James Johnson
red squirrel,Slovakia,0.305,20.0,female,49.05291,22.420861,03.07.2024,James Johnson
red squirrel,Slovakia,0.327,19.0,female,49.055547,22.411172,03.07.2024,James Johnson
red squirrell,Slovakia,0.305,20.0,male,49.054647,22.410445,03.07.2024,James Johnson
,,,,,,,03.07.2024,James Johnson
hedgehog,Slovakia,1.0,17.0,male,48.226063,17.078596,05.07.2024,James Johnson
hedgehog,Slovakia,0.6,16.0,female,48.238067,17.090891,05.07.2024,James Johnson
hedgehog,Slovakia,1.1,20.0,female,48.23954,17.066719,05.07.2024,James Johnson
red squirrel,Slovakia,0.327,23.0,male,49.057284,22.423861,03.08.2024,James Johnson
red squirrel,Slovakia,0.319,22.0,female,49.054751,22.41916,03.08.2024,James Johnson
red squirrel,Slovakia,0.303,20.0,male,49.05593,22.424085,03.08.2024,James Johnson
,,,,,,,03.08.2024,James Johnson
lynx?,Slovakia,12.0,61.0,male,48.413928,18.835281,03.09.2024,James Johnson
red squirrel,Slovakia,0.309,20.0,female,49.057758,22.415169,03.09.2024,James Johnson
red squirrel,Slovakia,0.332,19.0,male,48.185695,17.090742,03.09.2024,James Johnson
red squirrel,Slovakia,0.331,18.0,female,48.18604,17.091147,03.11.2024,James Johnson
,,,,,,,03.13.2024,James Johnson
,,,,,,,03.14.2024,James Johnson
,,,,,,,03.22.2024,James Johnson
hedgehog,Hungary,,,male,47.509755,18.949465,1 May 2024,Anne Anthony
hedgehog,Hungary,0.9,16.0,female,47.507053,18.943306,1 May 2024,Anne Anthony
red squirrel,Poland,0.281,21.0,male,52.211985,21.032869,1 May 2024,Anne Anthony
hedgehog,Slovakia,0.6,19.0,female,48.184621,17.089464,1 May 2024,John Johnson
lynx,Slovakia,27.0,96.0,male,48.406669,18.871602,1 May 2024,John Johnson
lynx,Poland,13.0,63.0,female,52.846379,23.90499,2 may 2024,Anne Anthony
lynx?,Poland,20.0,87.0,female,52.852069,23.90087,2 may 2024,Anne Anthony
red squirrel,Poland,0.282,22.0,female,52.212911,21.034175,2 may 2024,Anne Anthony
red squirrel,Germany,0.305,21.0,female,48.162609,11.494157,2 may 2024,Bob Bobson
European bison,Czech Republic,727.0,210.0,male,50.643056,14.843037,2 may 2024,John Johnson
lynx,Slovakia,25.0,107.0,female,48.408475,18.872535,2 may 2024,John Johnson
hedgehog,Hungary,1.2,26.0,male,47.509103,18.948171,3 May 2024,Anne Anthony
hedgehog,Slovakia,1.1,22.0,male,48.183927,17.090716,3 May 2024,John Johnson
red squirrel,Poland,0.317,19.0,female,52.21231,21.033586,4 May 2024,Anne Anthony
hedgehog,Hungary,0.7,26.0,male,47.510697,18.948588,5 May 2024,Anne Anthony
hedgehog,Hungary,1.1,21.0,female,47.505903,18.948538,5 May 2024,Anne Anthony
lynx,Poland,24.0,89.0,female,52.847483,23.906057,5 May 2024,Anne Anthony
hedgehog,Germany,0.6,23.0,female,49.56122,11.082195,5 May 2024,Bob Bobson
hedgehog,Germany,0.7,21.0,female,49.559523,11.103684,5 May 2024,Bob Bobson
hedgehog,Germany,0.6,23.0,male,49.547725,11.082734,5 May 2024,Bob Bobson
hedgehog,Slovakia,1.0,21.0,male,48.185893,17.08942,5 May 2024,John Johnson
hedgehog,Slovakia,0.4,16.0,male,48.187845,17.086572,5 May 2024,John Johnson
hedgehog,Slovakia,0.7,19.0,female,48.184278,17.086878,5 May 2024,John Johnson
red squirrel,Poland,0.301,22.0,male,52.21276,21.034189,6 May 2024,Anne Anthony
red squirrel,Poland,0.343,22.0,male,52.212497,21.033515,6 May 2024,Anne Anthony
red squirrel,Poland,0.307,20.0,female,52.212144,21.033534,6 May 2024,Anne Anthony
hedgehog,Slovakia,0.8,21.0,male,48.187468,17.088827,6 May 2024,John Johnson
hedgehog,Hungary,0.9,23.0,male,47.510055,18.944356,7 May 2024,Anne Anthony
red squirrel,Poland,0.346,20.0,female,52.212001,21.033187,7 May 2024,Anne Anthony
hedgehog,Germany,1.0,23.0,female,49.561356,11.105334,7 May 2024,Bob Bobson
hedgehog,Germany,0.5,17.0,female,49.561569,11.087046,7 May 2024,Bob Bobson
hedgehog,Hungary,0.9,16.0,female,47.50986,18.939943,8 May 2024,Anne Anthony
